0:0:10,22,79,632
0:0:20,22,79,631
0:0:30,22,79,18
0:0:40,22,78,16
0:0:50,22,78,17
0:1:0,22,78,18
0:1:10,22,78,19
0:1:20,22,77,20
0:1:31,23,77,20
0:1:41,23,77,20
0:1:51,23,77,20
0:2:1,22,77,21
0:2:11,23,77,21
0:2:21,23,77,21
0:2:31,23,77,22
0:2:41,23,77,21
0:2:51,23,77,21
0:3:1,23,77,22
0:3:12,23,77,22
0:3:22,22,77,22
0:3:32,23,77,22
0:3:42,22,77,22
0:3:52,22,77,22
0:4:2,22,77,22
0:4:12,22,77,22
0:4:22,22,77,22
0:4:32,22,77,23
0:4:43,22,77,22
0:4:53,22,76,22
0:5:3,22,76,23
0:5:13,22,76,22
0:5:23,22,76,22
0:5:33,22,76,23
0:5:43,22,76,22
0:5:53,22,76,23
0:6:3,22,76,22
0:6:13,22,76,22
0:6:23,22,76,23
0:6:34,22,76,23
0:6:44,22,77,23
0:6:54,22,77,23
0:7:4,22,76,23
0:7:14,22,76,23
0:7:24,22,76,23
0:7:34,22,76,23
0:7:44,22,76,23
0:7:54,22,76,22
0:8:5,22,76,23
0:8:15,22,76,23
0:8:25,22,76,23
0:8:35,22,77,23
0:8:45,22,77,23
0:8:55,22,76,23
0:9:5,22,77,23
0:9:15,22,77,24
0:9:25,22,76,23
0:9:35,22,76,25
0:9:46,22,76,24
0:9:56,22,76,23
0:10:6,22,77,24
0:10:16,22,77,24
0:10:26,22,77,23
0:10:36,22,77,24
0:10:46,22,76,22
0:10:56,22,76,24
0:11:6,22,76,23
0:11:16,22,76,23
0:11:26,22,76,24
0:11:36,22,76,23
0:11:47,22,76,24
0:11:57,22,76,23
0:12:7,22,76,24
0:12:17,22,76,23
0:12:27,22,76,23
0:12:37,22,76,24
0:12:47,22,76,24
0:12:57,22,76,24
0:13:7,22,76,24
0:13:17,22,76,23
0:13:27,22,76,24
0:13:37,22,76,23
0:13:47,22,76,24
0:13:57,22,76,24
0:14:8,22,76,24
0:14:18,22,76,24
0:14:28,22,75,24
0:14:38,22,76,24
0:14:48,22,76,24
0:14:58,22,76,25
0:15:8,22,75,24
0:15:18,22,76,24
0:15:28,22,75,23
0:15:38,22,75,24
0:15:48,22,75,24
0:15:59,22,75,24
0:16:9,22,76,24
0:16:19,22,75,24
0:16:29,22,75,24
0:16:39,22,75,24
0:16:49,22,75,24
0:16:59,22,75,23
0:17:9,22,75,24
0:17:19,22,75,24
0:17:29,22,75,24
0:17:39,22,75,24
0:17:50,22,75,24
0:18:0,22,75,23
0:18:10,22,75,23
0:18:20,22,75,24
0:18:30,22,75,24
0:18:40,22,75,24
0:18:50,22,75,23
0:19:0,22,75,24
0:19:10,22,75,24
0:19:20,22,75,23
0:19:31,22,75,23
0:19:41,22,75,24
0:19:51,22,75,24
0:20:1,22,75,24
0:20:11,22,75,24
0:20:21,22,75,24
0:20:31,22,75,24
0:20:41,22,75,24
0:20:51,22,74,23
0:21:1,22,74,23
0:21:11,22,74,24
0:21:21,22,74,24
0:21:31,22,74,24
0:21:42,22,74,23
0:21:52,22,74,24
0:22:2,22,74,23
0:22:12,22,74,23
0:22:22,22,74,24
0:22:32,22,74,23
0:22:42,22,74,25
0:22:52,22,74,24
0:23:2,22,74,24
0:23:12,22,74,24
0:23:22,22,74,23
0:23:33,22,74,23
0:23:43,22,74,24
0:23:53,22,74,23
0:24:3,22,74,24
0:24:13,22,74,24
0:24:23,22,74,24
0:24:33,22,73,23
0:24:43,22,73,24
0:24:53,22,73,24
0:25:3,22,73,23
0:25:13,22,73,23
0:25:23,22,73,24
0:25:33,22,73,23
0:25:44,22,73,23
0:25:54,22,73,24
0:26:4,22,73,24
0:26:14,22,72,24
0:26:24,22,72,24
0:26:34,22,72,24
0:26:44,22,72,24
0:26:54,22,72,23
0:27:4,22,72,24
0:27:14,22,72,23
0:27:24,22,72,23
0:27:34,22,72,24
0:27:44,22,72,23
0:27:54,22,72,23
0:28:5,22,72,23
0:28:15,22,72,24
0:28:25,22,72,24
0:28:35,22,72,23
0:28:45,22,72,23
0:28:55,22,72,24
0:29:5,22,72,23
0:29:15,22,72,24
0:29:25,22,71,23
0:29:35,22,71,23
0:29:45,22,71,24
0:29:55,22,71,24
0:30:5,22,71,23
0:30:15,22,72,24
0:30:26,22,72,24
0:30:36,22,71,23
0:30:46,22,71,24
0:30:56,22,71,23
0:31:6,22,71,24
0:31:16,22,71,23
0:31:26,22,71,24
0:31:36,22,71,24
0:31:46,22,71,24
0:31:56,22,71,23
0:32:6,22,71,24
0:32:16,22,71,24
0:32:26,22,71,24
0:32:36,22,71,24
0:32:47,22,71,24
0:32:57,22,71,23
0:33:7,22,71,24
0:33:17,22,71,24
0:33:27,22,71,23
0:33:37,22,71,23
0:33:47,22,71,24
0:33:57,22,71,23
0:34:7,22,71,24
0:34:17,22,71,23
0:34:27,22,71,24
0:34:37,22,71,23
0:34:48,22,71,24
0:34:58,22,71,24
0:35:8,22,71,23
0:35:18,22,71,24
0:35:28,22,71,23
0:35:38,22,71,24
0:35:48,22,71,24
0:35:58,22,71,24
0:36:8,22,71,24
0:36:18,22,71,24
0:36:28,22,70,24
0:36:39,22,70,24
0:36:49,22,71,24
0:36:59,22,70,24
0:37:9,22,70,24
0:37:19,22,70,24
0:37:29,22,70,24
0:37:39,22,70,24
0:37:49,22,70,24
0:37:59,22,70,24
0:38:9,22,70,24
0:38:19,22,70,24
0:38:30,22,70,24
0:38:40,22,70,24
0:38:50,22,70,24
0:39:0,22,70,23
0:39:10,22,70,24
0:39:20,22,70,23
0:39:30,22,70,24
0:39:40,22,70,24
0:39:50,22,70,24
0:40:0,22,70,24
0:40:11,22,70,23
0:40:21,22,70,24
0:40:31,22,70,24
0:40:41,22,70,23
0:40:51,22,70,24
0:41:1,22,70,24
0:41:11,22,70,24
0:41:21,22,70,24
0:41:31,22,70,23
0:41:41,22,69,24
0:41:51,22,70,23
0:42:2,22,70,24
0:42:12,22,70,23
